state,district,ga_id,ga_name,entity,entity_group,note
Maharashtra,Nandurbar,6.14,Ratnagiri District,Unison Enviro Private Limited,Unison Enviro Private Limited,
Maharashtra,Nandurbar,11.35,"Alirajpur, Nandurbar and Barwani districts",Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Nashik,9.39,"Valsad (EAAA), Dhule & Nashik Districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Maharashtra,Osmanabad,9.40,Latur & Osmanabad Districts,Unison Enviro Private Limited,Unison Enviro Private Limited,
Maharashtra,Palghar,4.03,Palghar District & Thane Rural,Gujarat Gas Limited,Gujarat Gas Limited,
Maharashtra,Parbhani,11.28,"Buldana, Nanded and Parbhani districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Maharashtra,Pune,4.08,Pune District (EAAA),Torrent Gas Private Limited,Torrent Gas,EAAA
Maharashtra,Pune,99.05,"Pune City including Pimpri - Chichwad & adjoining contigeneous areas Hinjewadi, Chakan, Talegaon",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Maharashtra,Raigad,4.04,Raigarh District (EAAA),Mahanagar Gas Limited,Mahanagar Gas Limited,EAAA
Maharashtra,Sangli,9.41,Sangli & Satara Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Maharashtra,Satara,9.41,Sangli & Satara Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Maharashtra,Sindhudurg,9.42,Sindhudurg District,Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Maharashtra,Solapur,7.01,Solapur District,IMC Limited,IMC Limited,
Maharashtra,Thane,4.03,Palghar District & Thane Rural,Gujarat Gas Limited,Gujarat Gas Limited,
Maharashtra,Thane,99.07,Thane urban and adjoining Municipalities,Mahanagar Gas Limited,Mahanagar Gas Limited,
Maharashtra,Wardha,11.32,Chandrapur and Wardha districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Maharashtra,Washim,11.30,"Akola, Hingoli and Washim districts",Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Yavatmal,11.31,Amravati and Yavatmal districts,Adani Total Gas Limited,Adani Total Gas Limited,
Manipur,Bishnupur,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Chandel,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Churachandpur,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Imphal East,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Imphal West,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Jiribam,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Kakching,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Kamjong,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Kangpokpi,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Noney,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Pherzawl,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Senapati,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Tamenglong,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Tengnoupal,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Thoubal,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Manipur,Ukhrul,12.03,Manipur State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,East Garo Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,East Jaintia Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,East Khasi Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,North Garo Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,Ribhoi,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,South Garo Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,South West Garo Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,South West Khasi Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,West Garo Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,West Jaintia Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Meghalaya,West Khasi Hills,12.02,Meghalaya State,GAIL Gas Limited,GAIL Gas Limited,
Mizoram,Aizawl,12A,Mizoram State,GAIL Gas Limited,GAIL Gas Limited,
Mizoram,Hnahthial,12A,Mizoram State,GAIL Gas Limited,GAIL Gas Limited,
Mizoram,Lunglei,12A,Mizoram State,GAIL Gas Limited,GAIL Gas Limited,
Mizoram,Serchhip,12A,Mizoram State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Dimapur,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Kiphire,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Kohima,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Longleng,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Mokokchung,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Mon,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Peren,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Phek,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Tuensang,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Wokha,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Nagaland,Zunheboto,12.04,Nagaland State,GAIL Gas Limited,GAIL Gas Limited,
Odisha,Angul,9.43,Angul & Dhekanal Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Balangir,11.38,"Rayagada, Kalahandi, Bolangir and Nuapada districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Odisha,Balasore,9.45,"Balasore, Bhadrak & Mayurbhanj Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Odisha,Bargarh,9.46,"Bargarh, Debagarh & Sambalpur Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Bhadrak,9.45,"Balasore, Bhadrak & Mayurbhanj Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Odisha,Boudh,11.37,"Gajapati, Kandhamal, Boudh and Sonepur districts",GAIL Gas Limited,GAIL Gas Limited,
Odisha,Cuttack,97.05,Cuttack District,GAIL (India) Limited,GAIL (India) Limited,
Odisha,Deogarh,9.46,"Bargarh, Debagarh & Sambalpur Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Dhenkanal,9.43,Angul & Dhekanal Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Gajapati,11.37,"Gajapati, Kandhamal, Boudh and Sonepur districts",GAIL Gas Limited,GAIL Gas Limited,
Odisha,Ganjam,9.47,"Ganjam, Nayagarh & Puri Districts",GAIL Gas Limited,GAIL Gas Limited,
Odisha,Jagatsinghpur,9.48,Jagatsinghpur & Kendrapara Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Jajpur,9.49,Jajpur & Kendujhar Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Jharsuguda,9.44,Sundargarh & Jharsuguda Districts,GAIL Gas Limited,GAIL Gas Limited,
Odisha,Kalahandi,11.38,"Rayagada, Kalahandi, Bolangir and Nuapada districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Odisha,Kandhamal,11.37,"Gajapati, Kandhamal, Boudh and Sonepur districts",GAIL Gas Limited,GAIL Gas Limited,
Odisha,Kendrapara,9.48,Jagatsinghpur & Kendrapara Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Kendujhar,9.49,Jajpur & Kendujhar Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Khordha,97.04,Khordha District,GAIL (India) Limited,GAIL (India) Limited,
Odisha,Koraput,11.36,"Koraput, Malkangiri, and Nabarangpur districts",Adani Total Gas Limited,Adani Total Gas Limited,
Odisha,Malkangiri,11.36,"Koraput, Malkangiri, and Nabarangpur districts",Adani Total Gas Limited,Adani Total Gas Limited,
Odisha,Mayurbhanj,9.45,"Balasore, Bhadrak & Mayurbhanj Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Odisha,Nabarangapur,11.36,"Koraput, Malkangiri, and Nabarangpur districts",Adani Total Gas Limited,Adani Total Gas Limited,
Odisha,Nayagarh,9.47,"Ganjam, Nayagarh & Puri Districts",GAIL Gas Limited,GAIL Gas Limited,
Odisha,Nuapada,11.38,"Rayagada, Kalahandi, Bolangir and Nuapada districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Odisha,Puri,9.47,"Ganjam, Nayagarh & Puri Districts",GAIL Gas Limited,GAIL Gas Limited,
Odisha,Rayagada,11.38,"Rayagada, Kalahandi, Bolangir and Nuapada districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Odisha,Sambalpur,9.46,"Bargarh, Debagarh & Sambalpur Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Odisha,Subarnapur,11.37,"Gajapati, Kandhamal, Boudh and Sonepur districts",GAIL Gas Limited,GAIL Gas Limited,
Odisha,Sundargarh,9.44,Sundargarh & Jharsuguda Districts,GAIL Gas Limited,GAIL Gas Limited,
Puducherry,Karaikal,9.50,Karaikal & Nagapattinam Districts,Torrent Gas Private Limited,Torrent Gas,district named in GA title (PDF column under-filled)
Puducherry,Mahe,9.32,"Kannur, Kasaragod & Mahe Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Puducherry,Puducherry,9.51,Puducherry District,East Coast Natural Gas Private Limited,East Coast Natural Gas Private Limited,
Puducherry,Yanam,11A.06,Yanam,HCG Yanam Private Limited,Haryana City Gas group,
Punjab,Amritsar,4.07,Amritsar District,Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Barnala,9.53,"Ludhiana District (Except area already authorized), Barnala & Moga Districts",Think Gas Ludhiana Private Limited,Think Gas,district named in GA title (PDF column under-filled)
Punjab,Bathinda,6.01,Bhatinda District,Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Faridkot,10.32,"Ferozepur, Faridkot and Sri Muktsar Sahib Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Fatehgarh Sahib,6.12,Fatehgarh Sahib District,IRM Energy Limited,IRM Energy Limited,
Punjab,Fazilka,10.32,"Ferozepur, Faridkot and Sri Muktsar Sahib Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Fazilka,11.41,"Fazilka (except area already authorized), Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,except area already authorized
Punjab,Ferozepur,10.32,"Ferozepur, Faridkot and Sri Muktsar Sahib Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Gurdaspur,10.33,Hoshiarpur and Gurdaspur Districts,Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Hoshiarpur,10.33,Hoshiarpur and Gurdaspur Districts,Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Jalandhar,3.01,Jalandhar,Adani Total Gas Limited,Adani Total Gas Limited,
Punjab,Jalandhar,9.54,"Jalandhar District (EAAA), Kapurthala & SBS Nagar Districts",Think Gas Ludhiana Private Limited,Think Gas,
Punjab,Kapurthala,9.54,"Jalandhar District (EAAA), Kapurthala & SBS Nagar Districts",Think Gas Ludhiana Private Limited,Think Gas,district named in GA title (PDF column under-filled)
Punjab,Ludhiana,3.06,Ludhiana,Jay Madhok Energy Private Limited led Consortium,Jay Madhok Energy Private Limited led Consortium,
Punjab,Ludhiana,9.53,"Ludhiana District (Except area already authorized), Barnala & Moga Districts",Think Gas Ludhiana Private Limited,Think Gas,
Punjab,Mansa,10.12,"Sirsa, Fatehabad and Mansa (Punjab) Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Moga,9.53,"Ludhiana District (Except area already authorized), Barnala & Moga Districts",Think Gas Ludhiana Private Limited,Think Gas,district named in GA title (PDF column under-filled)
Punjab,Pathankot,11.39,Pathankot district,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Punjab,Patiala,9.52,"SAS Nagar District (EAAA), Patiala & Sangrur Districts",Torrent Gas Private Limited,Torrent Gas,district named in GA title (PDF column under-filled)
Punjab,Rupnagar,6.06,Rupnagar District,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Punjab,S.A.S. Nagar,2.01,Chandigarh,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Punjab,S.A.S. Nagar,9.52,"SAS Nagar District (EAAA), Patiala & Sangrur Districts",Torrent Gas Private Limited,Torrent Gas,
Punjab,Sangrur,9.52,"SAS Nagar District (EAAA), Patiala & Sangrur Districts",Torrent Gas Private Limited,Torrent Gas,district named in GA title (PDF column under-filled)
Punjab,Shahid Bhagat Singh Nagar,9.54,"Jalandhar District (EAAA), Kapurthala & SBS Nagar Districts",Think Gas Ludhiana Private Limited,Think Gas,district named in GA title (PDF column under-filled)
Punjab,Sri Muktsar Sahib,10.32,"Ferozepur, Faridkot and Sri Muktsar Sahib Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Punjab,Tarn Taran,11.40,Tarn Taran district,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Rajasthan,Ajmer,10.34,"Ajmer, Pali and Rajsamand Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,
Rajasthan,Alwar,9.56,Alwar (Other than Bhiwadi) & Jaipur Districts,Torrent Gas Jaipur Private Limited,Torrent Gas,Other than Bhiwadi
Rajasthan,Alwar,98.12,Bhiwadi (in Alwar District),Haryana City Gas Distribution (Bhiwadi) Limited,Haryana City Gas group,in Alwar
Rajasthan,Banswara,10.30,"Jhabua, Banswara, Ratlam and Dungarpur Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Rajasthan,Baran,9.57,"Kota District (EAAA), Baran & Chittorgarh (Only Rawatbhata Taluka) Districts",Torrent Gas Private Limited,Torrent Gas,
Rajasthan,Barmer,9.55,"Barmer, Jaisalmer & Jodhpur Districts",AGP CGD India Private Limited,AGP / AG&P Pratham,
Rajasthan,Bharatpur,99.13,Firozabad (Taj Trapezium Zone),GAIL Gas Limited,GAIL Gas Limited,
Rajasthan,Bhilwara,9.58,Bhilwara & Bundi Districts,Adani Total Gas Limited,Adani Total Gas Limited,
Rajasthan,Bikaner,11.42,Bikaner and Churu districts,Gasonet Services (RJ) Limited,Gasonet Services,
Rajasthan,Bundi,9.58,Bhilwara & Bundi Districts,Adani Total Gas Limited,Adani Total Gas Limited,
Rajasthan,Chittorgarh,9.57,"Kota District (EAAA), Baran & Chittorgarh (Only Rawatbhata Taluka) Districts",Torrent Gas Private Limited,Torrent Gas,Only Rawatbhata Taluka
Rajasthan,Chittorgarh,9.59,Chittorgarh (Other than Rawatbhata Taluka) & Udaipur Districts,Adani Total Gas Limited,Adani Total Gas Limited,Other than Rawatbhata Taluka
Rajasthan,Churu,11.42,Bikaner and Churu districts,Gasonet Services (RJ) Limited,Gasonet Services,
Rajasthan,Dausa,11.44,"Dausa, Karauli, Sawai Madhopur and Tonk districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Rajasthan,Dholpur,9.60,Dholpur District,Dholpur CGD Private Limited,Dholpur CGD Private Limited,
Rajasthan,Dungarpur,10.30,"Jhabua, Banswara, Ratlam and Dungarpur Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Rajasthan,Ganganagar,11.41,"Fazilka (except area already authorized), Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Rajasthan,Hanumangarh,11.41,"Fazilka (except area already authorized), Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Rajasthan,Jaipur,9.56,Alwar (Other than Bhiwadi) & Jaipur Districts,Torrent Gas Jaipur Private Limited,Torrent Gas,
Rajasthan,Jaisalmer,9.55,"Barmer, Jaisalmer & Jodhpur Districts",AGP CGD India Private Limited,AGP / AG&P Pratham,
Rajasthan,Jalore,10.35,Jalore and Sirohi Districts,Gujarat Gas Limited,Gujarat Gas Limited,
Rajasthan,Jhalawar,11.22,"Agar Malwa, Neemuch, Mandsaur and Jhalawar districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Rajasthan,Jhunjhunu,11.43,"Jhunjhunu, Sikar and Nagaur districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Rajasthan,Jodhpur,9.55,"Barmer, Jaisalmer & Jodhpur Districts",AGP CGD India Private Limited,AGP / AG&P Pratham,
Rajasthan,Karauli,11.44,"Dausa, Karauli, Sawai Madhopur and Tonk districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Rajasthan,Kota,1.02,Kota,Rajasthan State Gas Limited,Rajasthan State Gas Limited,
Rajasthan,Kota,9.57,"Kota District (EAAA), Baran & Chittorgarh (Only Rawatbhata Taluka) Districts",Torrent Gas Private Limited,Torrent Gas,EAAA
Rajasthan,Nagaur,11.43,"Jhunjhunu, Sikar and Nagaur districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Rajasthan,Pali,10.34,"Ajmer, Pali and Rajsamand Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,
Rajasthan,Rajsamand,10.34,"Ajmer, Pali and Rajsamand Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,
Rajasthan,Sawai Madhopur,11.44,"Dausa, Karauli, Sawai Madhopur and Tonk districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Rajasthan,Sikar,11.43,"Jhunjhunu, Sikar and Nagaur districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Rajasthan,Sirohi,10.35,Jalore and Sirohi Districts,Gujarat Gas Limited,Gujarat Gas Limited,
Rajasthan,Tonk,11.44,"Dausa, Karauli, Sawai Madhopur and Tonk districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Rajasthan,Udaipur,9.59,Chittorgarh (Other than Rawatbhata Taluka) & Udaipur Districts,Adani Total Gas Limited,Adani Total Gas Limited,
Sikkim,East Sikkim,12.05,Sikkim State,GAIL Gas Limited,GAIL Gas Limited,
Sikkim,North Sikkim,12.05,Sikkim State,GAIL Gas Limited,GAIL Gas Limited,
Sikkim,South Sikkim,12.05,Sikkim State,GAIL Gas Limited,GAIL Gas Limited,
Sikkim,West Sikkim,12.05,Sikkim State,GAIL Gas Limited,GAIL Gas Limited,
Tamil Nadu,Ariyalur,11.47,Ariyalur and Perambalur districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Chengalpattu,9.61,Kanchipuram District,AGP CGD India Private Limited,AGP / AG&P Pratham,
Tamil Nadu,Chennai,9.62,Chennai & Tiruvallur Districts,Torrent Gas Chennai Private Limited,Torrent Gas,
Tamil Nadu,Coimbatore,9.63,Coimbatore District,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Cuddalore,9.64,"Cuddalore, Nagapattinam & Tiruvarur Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Tamil Nadu,Dharmapuri,11.45,Dharmapuri and Krishnagiri districts,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Dindigul,11.52,Dindigul and Karur districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Erode,11.53,The Nilgiris and Erode districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Tamil Nadu,Kallakurichi,11.46,"Tiruvannamalai, Villupuram and Kallakkurichi districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Kancheepuram,9.61,Kanchipuram District,AGP CGD India Private Limited,AGP / AG&P Pratham,
Tamil Nadu,Kanyakumari,11.51,"Kanyakumari, Thoothukudi, Tiruneveli Kattabo and Tenkasi districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Karur,11.52,Dindigul and Karur districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Krishnagiri,11.45,Dharmapuri and Krishnagiri districts,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Madurai,11.50,"Madurai, Theni and Virudhnagar districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Nagapattinam,9.50,Karaikal & Nagapattinam Districts,Torrent Gas Private Limited,Torrent Gas,
Tamil Nadu,Nagapattinam,9.64,"Cuddalore, Nagapattinam & Tiruvarur Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Tamil Nadu,Namakkal,11.48,Namakkal and Tiruchirapalli districts,IRM Energy Limited,IRM Energy Limited,
Tamil Nadu,Nilgiris,11.53,The Nilgiris and Erode districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Tamil Nadu,Perambalur,11.47,Ariyalur and Perambalur districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Pudukkottai,11.49,"Pudukottai, Sivaganga and Thanjavur districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Ramanathapuram,9.65,Ramanathapuram District,AGP CGD India Private Limited,AGP / AG&P Pratham,
Tamil Nadu,Ranipet,10.03,"Chittoor, Kolar and Vellore Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Tamil Nadu,Salem,9.66,Salem District,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Sivaganga,11.49,"Pudukottai, Sivaganga and Thanjavur districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Tenkasi,11.51,"Kanyakumari, Thoothukudi, Tiruneveli Kattabo and Tenkasi districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Thanjavur,11.49,"Pudukottai, Sivaganga and Thanjavur districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Theni,11.50,"Madurai, Theni and Virudhnagar districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Thiruvallur,9.62,Chennai & Tiruvallur Districts,Torrent Gas Chennai Private Limited,Torrent Gas,
Tamil Nadu,Thiruvarur,9.64,"Cuddalore, Nagapattinam & Tiruvarur Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Tamil Nadu,Thoothukkudi,11.51,"Kanyakumari, Thoothukudi, Tiruneveli Kattabo and Tenkasi districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Tiruchirappalli,11.48,Namakkal and Tiruchirapalli districts,IRM Energy Limited,IRM Energy Limited,
Tamil Nadu,Tirunelveli,11.51,"Kanyakumari, Thoothukudi, Tiruneveli Kattabo and Tenkasi districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Tamil Nadu,Tirupathur,10.03,"Chittoor, Kolar and Vellore Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Tamil Nadu,Tiruppur,9.67,Tiruppur District,Adani Total Gas Limited,Adani Total Gas Limited,
Tamil Nadu,Tiruvannamalai,11.46,"Tiruvannamalai, Villupuram and Kallakkurichi districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Vellore,10.03,"Chittoor, Kolar and Vellore Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Tamil Nadu,Viluppuram,11.46,"Tiruvannamalai, Villupuram and Kallakkurichi districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tamil Nadu,Virudhunagar,11.50,"Madurai, Theni and Virudhnagar districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Telangana,Adilabad,11.54,"Nizamabad, Adilabad, Nirmal, Mancherial Kumuram Bheem Asifabad and Kamareddy districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Telangana,Bhadradri Kothagudem,9.68,Bhadradri Kothagudem & Khamman Districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Hyderabad,99.09,Hyderabad,Bhagyanagar Gas Limited,Bhagyanagar Gas Limited,
Telangana,Jagtial,9.69,"Jagtial, Peddapalli, Karimnagar & Rajanna Sircilla Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Telangana,Jangaon,9.70,"Jangaon, Jayashankar Bhupalpally, Mahabubabad, Warangal Urban & Warangal Rural Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Jayashankar Bhupalapally,9.70,"Jangaon, Jayashankar Bhupalpally, Mahabubabad, Warangal Urban & Warangal Rural Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Jogulamba Gadwal,11.55,"Jogulamba Gadwal, Nagarkurnool, Mahabubnagar, Narayanpet, Wanaparthy and Yadgir districts#",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Kamareddy,11.54,"Nizamabad, Adilabad, Nirmal, Mancherial Kumuram Bheem Asifabad and Kamareddy districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Telangana,Karimnagar,9.69,"Jagtial, Peddapalli, Karimnagar & Rajanna Sircilla Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Telangana,Khammam,9.68,Bhadradri Kothagudem & Khamman Districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Komaram Bheem,11.54,"Nizamabad, Adilabad, Nirmal, Mancherial Kumuram Bheem Asifabad and Kamareddy districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Telangana,Mahabubabad,9.70,"Jangaon, Jayashankar Bhupalpally, Mahabubabad, Warangal Urban & Warangal Rural Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Mahabubnagar,11.55,"Jogulamba Gadwal, Nagarkurnool, Mahabubnagar, Narayanpet, Wanaparthy and Yadgir districts#",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Mancherial,11.54,"Nizamabad, Adilabad, Nirmal, Mancherial Kumuram Bheem Asifabad and Kamareddy districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Telangana,Medak,9.71,"Medak, Siddipet & Sangareddy Districts",Torrent Gas Private Limited,Torrent Gas,
Telangana,Medak,99.09,Hyderabad,Bhagyanagar Gas Limited,Bhagyanagar Gas Limited,
Telangana,Medchal Malkajgiri,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Medchal Malkajgiri,99.09,Hyderabad,Bhagyanagar Gas Limited,Bhagyanagar Gas Limited,
